---3 Generar una consulta que muestre el total de procesos de la instancia.

"ADDR"	"PID"	"SOSID"	"SPID"	"STID"	"EXECUTION_TYPE"	"PNAME"	"USERNAME"	"SERIAL#"	"TERMINAL"	"PROGRAM"	"TRACEID"	"TRACEFILE"	"BACKGROUND"	"LATCHWAIT"	"LATCHSPIN"	"PGA_USED_MEM"	"PGA_ALLOC_MEM"	"PGA_FREEABLE_MEM"	"PGA_MAX_MEM"	"NUMA_DEFAULT"	"NUMA_CURR"	"CPU_USED"	"CON_ID"
0000000075F0C7B8	18	"7699"	"7699"	"7699"	"PROCESS"	"DBW0"	"oracle"	1	"UNKNOWN"	"oracle@pc-joba.fi.unam (DBW0)"	""	"/u01/app/oracle/diag/rdbms/jbadip02/jbadip02/trace/jbadip02_dbw0_7699.trc"	"1"	""	""	8251293	10164773	1507328	10164773	0	0	1784749	0
0000000075F0DD18	19	"7701"	"7701"	"7701"	"PROCESS"	"LGWR"	"oracle"	1	"UNKNOWN"	"oracle@pc-joba.fi.unam (LGWR)"	""	"/u01/app/oracle/diag/rdbms/jbadip02/jbadip02/trace/jbadip02_lgwr_7701.trc"	"1"	""	""	1580181	2065293	0	2065293	0	0	147917	0
0000000075F0F278	20	"7703"	"7703"	"7703"	"PROCESS"	"CKPT"	"oracle"	1	"UNKNOWN"	"oracle@pc-joba.fi.unam (CKPT)"	""	"/u01/app/oracle/diag/rdbms/jbadip02/jbadip02/trace/jbadip02_ckpt_7703.trc"	"1"	""	""	1424397	1894293	0	1894293	0	0	720295	0
0000000075F107D8	21	"7705"	"7705"	"7705"	"PROCESS"	"LG00"	"oracle"	1	"UNKNOWN"	"oracle@pc-joba.fi.unam (LG00)"	""	"/u01/app/oracle/diag/rdbms/jbadip02/jbadip02/trace/jbadip02_lg00_7705.trc"	"1"	""	""	1238205	1341877	0	1341877	0	0	175944	0
0000000075F11D38	22	"7707"	"7707"	"7707"	"PROCESS"	"SMON"	"oracle"	1	"UNKNOWN"	"oracle@pc-joba.fi.unam (SMON)"	""	"/u01/app/oracle/diag/rdbms/jbadip02/jbadip02/trace/jbadip02_smon_7707.trc"	"1"	""	""	2078493	3302077	786432	3302077	0	0	99466	0
0000000075F13298	23	"7709"	"7709"	"7709"	"PROCESS"	"LG01"	"oracle"	1	"UNKNOWN"	"oracle@pc-joba.fi.unam (LG01)"	""	"/u01/app/oracle/diag/rdbms/jbadip02/jbadip02/trace/jbadip02_lg01_7709.trc"	"1"	""	""	1238205	1341877	0	1341877	0	0	88590	0
0000000075F147F8	24	"7711"	"7711"	"7711"	"PROCESS"	"SMCO"	"oracle"	1	"UNKNOWN"	"oracle@pc-joba.fi.unam (SMCO)"	""	"/u01/app/oracle/diag/rdbms/jbadip02/jbadip02/trace/jbadip02_smco_7711.trc"	"1"	""	""	1369709	1532605	0	1532605	0	0	275581	0
0000000075F15D58	25	"7713"	"7713"	"7713"	"PROCESS"	"RECO"	"oracle"	1	"UNKNOWN"	"oracle@pc-joba.fi.unam (RECO)"	""	"/u01/app/oracle/diag/rdbms/jbadip02/jbadip02/trace/jbadip02_reco_7713.trc"	"1"	""	""	1910477	2712253	196608	2712253	0	0	58496	0
0000000075F172B8	26	"7715"	"7715"	"7715"	"PROCESS"	"W000"	"oracle"	1	"UNKNOWN"	"oracle@pc-joba.fi.unam (W000)"	""	"/u01/app/oracle/diag/rdbms/jbadip02/jbadip02/trace/jbadip02_w000_7715.trc"	"1"	""	""	2658765	2963221	0	4356533	0	0	161223	0
0000000075F18818	27	"7717"	"7717"	"7717"	"PROCESS"	"LREG"	"oracle"	1	"UNKNOWN"	"oracle@pc-joba.fi.unam (LREG)"	""	"/u01/app/oracle/diag/rdbms/jbadip02/jbadip02/trace/jbadip02_lreg_7717.trc"	"1"	""	""	1975293	2826269	458752	2843325	0	0	116770	0
0000000075F19D78	28	"7719"	"7719"	"7719"	"PROCESS"	"W001"	"oracle"	1	"UNKNOWN"	"oracle@pc-joba.fi.unam (W001)"	""	"/u01/app/oracle/diag/rdbms/jbadip02/jbadip02/trace/jbadip02_w001_7719.trc"	"1"	""	""	1439333	1538485	0	1538485	0	0	124636	0
0000000075F1B2D8	29	"7721"	"7721"	"7721"	"PROCESS"	"PXMN"	"oracle"	1	"UNKNOWN"	"oracle@pc-joba.fi.unam (PXMN)"	""	"/u01/app/oracle/diag/rdbms/jbadip02/jbadip02/trace/jbadip02_pxmn_7721.trc"	"1"	""	""	1369685	1532605	0	1532605	0	0	80560	0
0000000075F1C838	30	"7727"	"7727"	"7727"	"PROCESS"	"MMNL"	"oracle"	2	"UNKNOWN"	"oracle@pc-joba.fi.unam (MMNL)"	""	"/u01/app/oracle/diag/rdbms/jbadip02/jbadip02/trace/jbadip02_mmnl_7727.trc"	"1"	""	""	1385597	1794749	0	1794749	0	0	616577	0
0000000075F1DD98	31	"7725"	"7725"	"7725"	"PROCESS"	"MMON"	"oracle"	1	"UNKNOWN"	"oracle@pc-joba.fi.unam (MMON)"	""	"/u01/app/oracle/diag/rdbms/jbadip02/jbadip02/trace/jbadip02_mmon_7725.trc"	"1"	""	""	6544909	26379149	2097152	26379149	0	0	2468443	0
0000000075F1F2F8	32	"7729"	"7729"	"7729"	"PROCESS"	"D000"	"oracle"	1	"UNKNOWN"	"oracle@pc-joba.fi.unam (D000)"	""	"/u01/app/oracle/diag/rdbms/jbadip02/jbadip02/trace/jbadip02_d000_7729.trc"	""	""	""	1578421	1669557	0	1669557	0	0	58755	0
0000000075F20858	33	"7731"	"7731"	"7731"	"PROCESS"	"D001"	"oracle"	1	"UNKNOWN"	"oracle@pc-joba.fi.unam (D001)"	""	"/u01/app/oracle/diag/rdbms/jbadip02/jbadip02/trace/jbadip02_d001_7731.trc"	""	""	""	1578421	1669557	0	1669557	0	0	56487	0
0000000075F21DB8	34	"7733"	"7733"	"7733"	"PROCESS"	"S000"	"oracle"	1	"UNKNOWN"	"oracle@pc-joba.fi.unam (S000)"	""	"/u01/app/oracle/diag/rdbms/jbadip02/jbadip02/trace/jbadip02_s000_7733.trc"	""	""	""	894941	1014197	0	1014197	0	0	45152	0
0000000075F23318	35	"7735"	"7735"	"7735"	"PROCESS"	"S001"	"oracle"	1	"UNKNOWN"	"oracle@pc-joba.fi.unam (S001)"	""	"/u01/app/oracle/diag/rdbms/jbadip02/jbadip02/trace/jbadip02_s001_7735.trc"	""	""	""	894941	1014197	0	1014197	0	0	46977	0
0000000075F24878	36	"7737"	"7737"	"7737"	"PROCESS"	"S002"	"oracle"	1	"UNKNOWN"	"oracle@pc-joba.fi.unam (S002)"	""	"/u01/app/oracle/diag/rdbms/jbadip02/jbadip02/trace/jbadip02_s002_7737.trc"	""	""	""	894941	1014197	0	1014197	0	0	48325	0
0000000075F25DD8	37	"7739"	"7739"	"7739"	"PROCESS"	"TMON"	"oracle"	1	"UNKNOWN"	"oracle@pc-joba.fi.unam (TMON)"	""	"/u01/app/oracle/diag/rdbms/jbadip02/jbadip02/trace/jbadip02_tmon_7739.trc"	"1"	""	""	1369685	1532605	0	1532605	0	0	55186	0
0000000075F28898	39	"9808"	"9808"	"9808"	"PROCESS"	"W005"	"oracle"	3	"UNKNOWN"	"oracle@pc-joba.fi.unam (W005)"	""	"/u01/app/oracle/diag/rdbms/jbadip02/jbadip02/trace/jbadip02_w005_9808.trc"	"1"	""	""	1798813	2128309	0	2587061	0	0	111191	0
0000000075F29DF8	40	"7745"	"7745"	"7745"	"PROCESS"	"M001"	"oracle"	1	"UNKNOWN"	"oracle@pc-joba.fi.unam (M001)"	""	"/u01/app/oracle/diag/rdbms/jbadip02/jbadip02/trace/jbadip02_m001_7745.trc"	"1"	""	""	4561421	8288693	3407872	8288693	0	0	4661892	0
0000000075F2B358	41	"8018"	"8018"	"8018"	"PROCESS"	"P000"	"oracle"	2	"UNKNOWN"	"oracle@pc-joba.fi.unam (P000)"	""	"/u01/app/oracle/diag/rdbms/jbadip02/jbadip02/trace/jbadip02_p000_8018.trc"	""	""	""	1098757	4225461	2949120	5208501	0	0	188362	0
0000000075F2C8B8	42	"8020"	"8020"	"8020"	"PROCESS"	"P001"	"oracle"	1	"UNKNOWN"	"oracle@pc-joba.fi.unam (P001)"	""	"/u01/app/oracle/diag/rdbms/jbadip02/jbadip02/trace/jbadip02_p001_8020.trc"	""	""	""	1098757	1997237	720896	5208501	0	0	184629	0
0000000075F2DE18	43	"8022"	"8022"	"8022"	"PROCESS"	"P002"	"oracle"	1	"UNKNOWN"	"oracle@pc-joba.fi.unam (P002)"	""	"/u01/app/oracle/diag/rdbms/jbadip02/jbadip02/trace/jbadip02_p002_8022.trc"	""	""	""	1098797	4282597	3014656	5208501	0	0	175829	0
0000000075F2F378	44	"8089"	"8089"	"8089"	"PROCESS"	"TT00"	"oracle"	1	"UNKNOWN"	"oracle@pc-joba.fi.unam (TT00)"	""	"/u01/app/oracle/diag/rdbms/jbadip02/jbadip02/trace/jbadip02_tt00_8089.trc"	"1"	""	""	18485997	20019637	0	20019637	0	0	56875	0
0000000075F308D8	45	"8091"	"8091"	"8091"	"PROCESS"	"TT01"	"oracle"	1	"UNKNOWN"	"oracle@pc-joba.fi.unam (TT01)"	""	"/u01/app/oracle/diag/rdbms/jbadip02/jbadip02/trace/jbadip02_tt01_8091.trc"	"1"	""	""	1237901	1341877	0	1341877	0	0	47792	0
0000000075F31E38	46	"8107"	"8107"	"8107"	"PROCESS"	"TT02"	"oracle"	1	"UNKNOWN"	"oracle@pc-joba.fi.unam (TT02)"	""	"/u01/app/oracle/diag/rdbms/jbadip02/jbadip02/trace/jbadip02_tt02_8107.trc"	"1"	""	""	1237901	1341877	0	1341877	0	0	141437	0
0000000075F33398	47	"8117"	"8117"	"8117"	"PROCESS"	"W002"	"oracle"	1	"UNKNOWN"	"oracle@pc-joba.fi.unam (W002)"	""	"/u01/app/oracle/diag/rdbms/jbadip02/jbadip02/trace/jbadip02_w002_8117.trc"	"1"	""	""	1905149	2045717	0	2521525	0	0	122304	0
0000000075F348F8	48	"8119"	"8119"	"8119"	"PROCESS"	"W003"	"oracle"	1	"UNKNOWN"	"oracle@pc-joba.fi.unam (W003)"	""	"/u01/app/oracle/diag/rdbms/jbadip02/jbadip02/trace/jbadip02_w003_8119.trc"	"1"	""	""	1412253	1538485	0	1538485	0	0	119834	0
0000000075F35E58	49	"8121"	"8121"	"8121"	"PROCESS"	"IMCO"	"oracle"	1	"UNKNOWN"	"oracle@pc-joba.fi.unam (IMCO)"	""	"/u01/app/oracle/diag/rdbms/jbadip02/jbadip02/trace/jbadip02_imco_8121.trc"	"1"	""	""	1965445	4350653	1245184	4350653	0	0	422265	0
0000000075F373B8	50	"8124"	"8124"	"8124"	"PROCESS"	"W004"	"oracle"	1	"UNKNOWN"	"oracle@pc-joba.fi.unam (W004)"	""	"/u01/app/oracle/diag/rdbms/jbadip02/jbadip02/trace/jbadip02_w004_8124.trc"	"1"	""	""	1805053	1866165	0	3439029	0	0	150801	0
0000000075F38918	51	"8129"	"8129"	"8129"	"PROCESS"	"AQPC"	"oracle"	1	"UNKNOWN"	"oracle@pc-joba.fi.unam (AQPC)"	""	"/u01/app/oracle/diag/rdbms/jbadip02/jbadip02/trace/jbadip02_aqpc_8129.trc"	"1"	""	""	1372181	1729213	0	1729213	0	0	50901	0
0000000075F39E78	52	"8148"	"8148"	"8148"	"PROCESS"	"L002"	"oracle"	2	"UNKNOWN"	"oracle@pc-joba.fi.unam (L002)"	""	"/u01/app/oracle/diag/rdbms/jbadip02/jbadip02/trace/jbadip02_l002_8148.trc"	""	""	""	902437	1014197	0	1014197	0	0	52901	0
0000000075F3B3D8	53	"8134"	"8134"	"8134"	"PROCESS"	"P003"	"oracle"	1	"UNKNOWN"	"oracle@pc-joba.fi.unam (P003)"	""	"/u01/app/oracle/diag/rdbms/jbadip02/jbadip02/trace/jbadip02_p003_8134.trc"	""	""	""	882101	948661	0	948661	0	0	144815	0
0000000075F3C938	54	"8136"	"8136"	"8136"	"PROCESS"	"P004"	"oracle"	1	"UNKNOWN"	"oracle@pc-joba.fi.unam (P004)"	""	"/u01/app/oracle/diag/rdbms/jbadip02/jbadip02/trace/jbadip02_p004_8136.trc"	""	""	""	882101	948661	0	948661	0	0	145108	0
0000000075F3DE98	55	"8138"	"8138"	"8138"	"PROCESS"	"P005"	"oracle"	1	"UNKNOWN"	"oracle@pc-joba.fi.unam (P005)"	""	"/u01/app/oracle/diag/rdbms/jbadip02/jbadip02/trace/jbadip02_p005_8138.trc"	""	""	""	882101	948661	0	948661	0	0	147247	0
0000000075F3F3F8	56	"8140"	"8140"	"8140"	"PROCESS"	"P006"	"oracle"	1	"UNKNOWN"	"oracle@pc-joba.fi.unam (P006)"	""	"/u01/app/oracle/diag/rdbms/jbadip02/jbadip02/trace/jbadip02_p006_8140.trc"	""	""	""	882101	948661	0	948661	0	0	145750	0
0000000075F40958	57	"8142"	"8142"	"8142"	"PROCESS"	"L000"	"oracle"	1	"UNKNOWN"	"oracle@pc-joba.fi.unam (L000)"	""	"/u01/app/oracle/diag/rdbms/jbadip02/jbadip02/trace/jbadip02_l000_8142.trc"	""	""	""	902437	1014197	0	1014197	0	0	58750	0
0000000075F41EB8	58	"8144"	"8144"	"8144"	"PROCESS"	"P007"	"oracle"	1	"UNKNOWN"	"oracle@pc-joba.fi.unam (P007)"	""	"/u01/app/oracle/diag/rdbms/jbadip02/jbadip02/trace/jbadip02_p007_8144.trc"	""	""	""	882101	948661	0	948661	0	0	149971	0
0000000075F43418	59	"8146"	"8146"	"8146"	"PROCESS"	"L001"	"oracle"	1	"UNKNOWN"	"oracle@pc-joba.fi.unam (L001)"	""	"/u01/app/oracle/diag/rdbms/jbadip02/jbadip02/trace/jbadip02_l001_8146.trc"	""	""	""	902437	1014197	0	1014197	0	0	54053	0
0000000075F44978	60	"8150"	"8150"	"8150"	"PROCESS"	"L003"	"oracle"	1	"UNKNOWN"	"oracle@pc-joba.fi.unam (L003)"	""	"/u01/app/oracle/diag/rdbms/jbadip02/jbadip02/trace/jbadip02_l003_8150.trc"	""	""	""	902437	1014197	0	1014197	0	0	53749	0
0000000075F45ED8	61	"8152"	"8152"	"8152"	"PROCESS"	"L004"	"oracle"	1	"UNKNOWN"	"oracle@pc-joba.fi.unam (L004)"	""	"/u01/app/oracle/diag/rdbms/jbadip02/jbadip02/trace/jbadip02_l004_8152.trc"	""	""	""	902517	1005797	0	1014197	0	0	53559	0
0000000075F47438	62	"8154"	"8154"	"8154"	"PROCESS"	"N000"	"oracle"	1	"UNKNOWN"	"oracle@pc-joba.fi.unam (N000)"	""	"/u01/app/oracle/diag/rdbms/jbadip02/jbadip02/trace/jbadip02_n000_8154.trc"	""	""	""	45771501	46954933	0	46954933	0	0	71144	0
0000000075F48998	63	"8156"	"8156"	"8156"	"PROCESS"	"CJQ0"	"oracle"	1	"UNKNOWN"	"oracle@pc-joba.fi.unam (CJQ0)"	""	"/u01/app/oracle/diag/rdbms/jbadip02/jbadip02/trace/jbadip02_cjq0_8156.trc"	"1"	""	""	3380413	6652813	2752512	7635853	0	0	2529600	0
0000000075F49EF8	64	"8169"	"8169"	"8169"	"PROCESS"	"L005"	"oracle"	1	"UNKNOWN"	"oracle@pc-joba.fi.unam (L005)"	""	"/u01/app/oracle/diag/rdbms/jbadip02/jbadip02/trace/jbadip02_l005_8169.trc"	""	""	""	902437	1014197	0	1014197	0	0	59977	0
0000000075F4B458	65	"8174"	"8174"	"8174"	"PROCESS"	"QM02"	"oracle"	1	"UNKNOWN"	"oracle@pc-joba.fi.unam (QM02)"	""	"/u01/app/oracle/diag/rdbms/jbadip02/jbadip02/trace/jbadip02_qm02_8174.trc"	"1"	""	""	1242253	1341877	0	1341877	0	0	61294	0
0000000075834028	66	"9705"	"9705"	"9705"	"PROCESS"	""	"oracle"	8	"UNKNOWN"	"oracle@pc-joba.fi.unam"	""	"/u01/app/oracle/diag/rdbms/jbadip02/jbadip02/trace/jbadip02_ora_9705.trc"	""	""	""	3118597	4290997	1048576	31685045	0	0	3791898	0
0000000075835588	67	"9823"	"9823"	"9823"	"PROCESS"	"W006"	"oracle"	4	"UNKNOWN"	"oracle@pc-joba.fi.unam (W006)"	""	"/u01/app/oracle/diag/rdbms/jbadip02/jbadip02/trace/jbadip02_w006_9823.trc"	"1"	""	""	1628693	1783573	0	2455989	0	0	110756	0
0000000075836AE8	68	"8180"	"8180"	"8180"	"PROCESS"	"Q003"	"oracle"	1	"UNKNOWN"	"oracle@pc-joba.fi.unam (Q003)"	""	"/u01/app/oracle/diag/rdbms/jbadip02/jbadip02/trace/jbadip02_q003_8180.trc"	"1"	""	""	2031981	5536181	3342336	5536181	0	0	101029	0
0000000075838048	69	"9830"	"9830"	"9830"	"PROCESS"	"W007"	"oracle"	5	"UNKNOWN"	"oracle@pc-joba.fi.unam (W007)"	""	"/u01/app/oracle/diag/rdbms/jbadip02/jbadip02/trace/jbadip02_w007_9830.trc"	"1"	""	""	1329533	1407413	0	1407413	0	0	102166	0
00000000758395A8	70	"9045"	"9045"	"9045"	"PROCESS"	"M002"	"oracle"	2	"UNKNOWN"	"oracle@pc-joba.fi.unam (M002)"	""	"/u01/app/oracle/diag/rdbms/jbadip02/jbadip02/trace/jbadip02_m002_9045.trc"	"1"	""	""	6465997	13383445	5046272	13383445	0	0	4740545	0
000000007583AB08	71	"10940"	"10940"	"10940"	"PROCESS"	"M000"	"oracle"	4	"UNKNOWN"	"oracle@pc-joba.fi.unam (M000)"	""	"/u01/app/oracle/diag/rdbms/jbadip02/jbadip02/trace/jbadip02_m000_10940.trc"	"1"	""	""	1627701	2980277	1114112	2980277	0	0	2686749	0
000000007583C068	72	"9047"	"9047"	"9047"	"PROCESS"	"M003"	"oracle"	2	"UNKNOWN"	"oracle@pc-joba.fi.unam (M003)"	""	"/u01/app/oracle/diag/rdbms/jbadip02/jbadip02/trace/jbadip02_m003_9047.trc"	"1"	""	""	2076805	3766709	1507328	3766709	0	0	3459985	0
0000000075845608	79	"8816"	"8816"	"8816"	"PROCESS"	"Q004"	"oracle"	2	"UNKNOWN"	"oracle@pc-joba.fi.unam (Q004)"	""	"/u01/app/oracle/diag/rdbms/jbadip02/jbadip02/trace/jbadip02_q004_8816.trc"	"1"	""	""	1774933	2587061	589824	2587061	0	0	71014	0


--4 consulta que muestre los datos de los procesos que no sean procesos de background

"ADDR"	"PID"	"SOSID"	"SPID"	"STID"	"EXECUTION_TYPE"	"PNAME"	"USERNAME"	"SERIAL#"	"TERMINAL"	"PROGRAM"	"TRACEID"	"TRACEFILE"	"BACKGROUND"	"LATCHWAIT"	"LATCHSPIN"	"PGA_USED_MEM"	"PGA_ALLOC_MEM"	"PGA_FREEABLE_MEM"	"PGA_MAX_MEM"	"NUMA_DEFAULT"	"NUMA_CURR"	"CPU_USED"	"CON_ID"
0000000075EF5C58	1	""	""	""	"NONE"	""	""	0	""	"PSEUDO"	""	"/u01/app/oracle/diag/rdbms/jbadip02/jbadip02/trace/jbadip02_ora_0.trc"	""	""	""	0	0	0	0	0	0	0	0
0000000075834028	66	"9705"	"9705"	"9705"	"PROCESS"	""	"oracle"	8	"UNKNOWN"	"oracle@pc-joba.fi.unam"	""	"/u01/app/oracle/diag/rdbms/jbadip02/jbadip02/trace/jbadip02_ora_9705.trc"	""	""	""	3443693	4290997	589824	31685045	0	0	3847926	0

--5 consulta que muestre los datos de todos los procesos que sean de background

"ADDR"	"PID"	"SOSID"	"SPID"	"STID"	"EXECUTION_TYPE"	"PNAME"	"USERNAME"	"SERIAL#"	"TERMINAL"	"PROGRAM"	"TRACEID"	"TRACEFILE"	"BACKGROUND"	"LATCHWAIT"	"LATCHSPIN"	"PGA_USED_MEM"	"PGA_ALLOC_MEM"	"PGA_FREEABLE_MEM"	"PGA_MAX_MEM"	"NUMA_DEFAULT"	"NUMA_CURR"	"CPU_USED"	"CON_ID"
0000000075EF71B8	2	"7664"	"7664"	"7664"	"PROCESS"	"PMON"	"oracle"	1	"UNKNOWN"	"oracle@pc-joba.fi.unam (PMON)"	""	"/u01/app/oracle/diag/rdbms/jbadip02/jbadip02/trace/jbadip02_pmon_7664.trc"	"1"	""	""	1386165	1483525	0	1483525	0	0	236998	0
0000000075EF8718	3	"7666"	"7666"	"7666"	"PROCESS"	"CLMN"	"oracle"	1	"UNKNOWN"	"oracle@pc-joba.fi.unam (CLMN)"	""	"/u01/app/oracle/diag/rdbms/jbadip02/jbadip02/trace/jbadip02_clmn_7666.trc"	"1"	""	""	1386165	1483525	0	1483525	0	0	89401	0
0000000075EF9C78	4	"7668"	"7668"	"7668"	"PROCESS"	"PSP0"	"oracle"	1	"UNKNOWN"	"oracle@pc-joba.fi.unam (PSP0)"	""	"/u01/app/oracle/diag/rdbms/jbadip02/jbadip02/trace/jbadip02_psp0_7668.trc"	"1"	""	""	1369685	1532605	0	1532605	0	0	640300	0
0000000075EFB1D8	5	"7671"	"7671"	"7671"	"PROCESS"	"VKTM"	"oracle"	1	"UNKNOWN"	"oracle@pc-joba.fi.unam (VKTM)"	""	"/u01/app/oracle/diag/rdbms/jbadip02/jbadip02/trace/jbadip02_vktm_7671.trc"	"1"	""	""	1366429	1532605	0	1532605	0	0	48293916	0
0000000075EFC738	6	"7675"	"7675"	"7675"	"PROCESS"	"GEN0"	"oracle"	1	"UNKNOWN"	"oracle@pc-joba.fi.unam (GEN0)"	""	"/u01/app/oracle/diag/rdbms/jbadip02/jbadip02/trace/jbadip02_gen0_7675.trc"	"1"	""	""	1404709	1532605	0	1532605	0	0	165954	0
